"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"GR000016716","HELLINIKON, GR","2021-11-26","0.0",,"13.7","18.2","10.8"
"GR000016716","HELLINIKON, GR","2021-11-27","19.3",,"18.1","22.5","12.6"
"GR000016716","HELLINIKON, GR","2021-11-28","4.6",,"17.5","21.0","13.0"
"GR000016716","HELLINIKON, GR","2021-11-29","0.0",,"18.8",,
"GR000016716","HELLINIKON, GR","2021-11-30","0.0",,"13.9",,
"GR000016716","HELLINIKON, GR","2021-12-01","0.0",,"11.9",,"7.8"
"GR000016716","HELLINIKON, GR","2021-12-02","0.0",,"13.9","18.8","9.6"
"GR000016716","HELLINIKON, GR","2021-12-03","0.0",,"17.3","19.9","13.9"
"GR000016716","HELLINIKON, GR","2021-12-04","6.9",,"13.9","16.5","12.3"
"GR000016716","HELLINIKON, GR","2021-12-05","0.0",,"13.6","19.2","9.7"
"GR000016716","HELLINIKON, GR","2021-12-06","0.0",,"16.0","19.9","11.3"
"GR000016716","HELLINIKON, GR","2021-12-07","5.1",,"13.8","16.4","11.9"
"GR000016716","HELLINIKON, GR","2021-12-08","6.1",,"12.0","14.8","9.1"
"GR000016716","HELLINIKON, GR","2021-12-09","0.0",,"15.1","19.8","9.3"
"GR000016716","HELLINIKON, GR","2021-12-10","0.0",,"15.4",,
"GR000016716","HELLINIKON, GR","2021-12-11","0.0",,"15.7",,"12.7"
"GR000016716","HELLINIKON, GR","2021-12-12","2.3",,"15.3",,
"GR000016716","HELLINIKON, GR","2021-12-13","0.0",,"12.4","14.2",
"GR000016716","HELLINIKON, GR","2021-12-14","1.5",,"7.9","10.4",
"GR000016716","HELLINIKON, GR","2021-12-15","16.8",,"9.4","10.9","7.2"
"GR000016716","HELLINIKON, GR","2021-12-16","0.8",,"9.4","14.1","6.4"
"GR000016716","HELLINIKON, GR","2021-12-17","0.0",,"9.4","13.0","6.8"
"GR000016716","HELLINIKON, GR","2021-12-18","0.3",,"7.6",,
"GR000016716","HELLINIKON, GR","2021-12-19","0.0",,"6.1","9.2",
"GR000016716","HELLINIKON, GR","2021-12-20","0.5",,"8.6",,"2.0"
"GR000016716","HELLINIKON, GR","2021-12-21","0.8",,"9.6",,"7.0"
"GR000016716","HELLINIKON, GR","2021-12-22","0.0",,"9.2","13.4","7.5"
"GR000016716","HELLINIKON, GR","2021-12-23","0.0",,"8.4","11.3","7.0"
"GR000016716","HELLINIKON, GR","2021-12-24",,,"9.8","14.6","5.0"
"GR000016716","HELLINIKON, GR","2021-12-25",,,"12.5","18.0","9.0"
"GR000016716","HELLINIKON, GR","2021-12-26","0.0",,"13.8","19.5","9.4"
"GR000016716","HELLINIKON, GR","2021-12-27","0.0",,"15.5","17.8","13.2"
"GR000016716","HELLINIKON, GR","2021-12-28","0.5",,"14.8","16.9","11.0"
"GR000016716","HELLINIKON, GR","2021-12-29","3.3",,"13.8","17.6","11.1"
"GR000016716","HELLINIKON, GR","2021-12-30","0.0",,"12.4",,"10.2"
"GR000016716","HELLINIKON, GR","2021-12-31","0.8",,"12.7","15.2",
